public_date,gicdesc,NFIRM,indret_ew,indret_vw,dpr_Median,bm_Median,divyield_Median,pe_exi_Median,ptb_Median,gpm_Median,roa_Median,roe_Median
20160229,Telecommunication Services,40,0.062559,0.021173,0.000,0.523,4.18%,3.527,1.939,0.538,0.115,0.021
20160229,Utilities,93,-0.000788,0.017261,0.656,0.827,3.41%,20.603,1.244,0.303,0.081,0.060
20160331,Consumer Discretionary,525,0.078511,0.067254,0.060,0.491,2.14%,16.519,1.967,0.347,0.125,0.101
20160331,Consumer Staples,139,0.058778,0.047572,0.324,0.373,2.06%,20.670,2.597,0.350,0.134,0.113
20160331,Energy,185,0.240684,0.106600,0.261,0.984,3.01%,-0.798,0.986,0.170,0.036,-0.125
20160331,Financials,694,0.060274,0.068558,0.278,0.832,2.52%,14.871,1.168,0.819,0.023,0.082
20160331,Health Care,666,0.074343,0.041389,0.000,0.278,1.57%,-2.303,2.868,0.369,-0.208,-0.220
20160331,Industrials,475,0.108277,0.076257,0.169,0.542,1.70%,15.859,1.844,0.299,0.121,0.088
20160331,Information Technology,614,0.059525,0.086116,0.000,0.392,2.02%,11.739,2.440,0.510,0.078,0.021
20160331,Materials,157,0.124422,0.097950,0.324,0.570,1.97%,13.333,1.747,0.249,0.115,0.068
20160331,Telecommunication Services,40,0.028364,0.059547,0.000,0.523,3.96%,3.655,2.261,0.544,0.115,0.022
20160331,Utilities,91,0.063836,0.080749,0.650,0.822,3.23%,21.976,1.342,0.305,0.082,0.060
20160430,Consumer Discretionary,520,-0.004656,0.001463,0.064,0.492,2.14%,16.386,1.971,0.348,0.125,0.103
20160430,Consumer Staples,138,0.000529,-0.012777,0.327,0.378,2.11%,20.552,2.567,0.351,0.132,0.112
20160430,Energy,183,0.192613,0.096562,0.278,0.988,2.77%,-1.057,1.110,0.170,0.036,-0.126
20160430,Financials,693,0.040122,0.045385,0.274,0.831,2.37%,15.508,1.212,0.820,0.023,0.082
20160430,Health Care,667,0.055115,0.040856,0.000,0.278,1.60%,-2.529,2.950,0.366,-0.209,-0.220
20160430,Industrials,472,0.031190,0.010602,0.166,0.554,1.69%,16.184,1.890,0.300,0.121,0.088
20160430,Information Technology,613,0.009063,-0.043071,0.000,0.392,2.03%,11.538,2.426,0.514,0.077,0.020
20160430,Materials,156,0.109509,0.058754,0.324,0.565,1.90%,15.536,1.950,0.251,0.119,0.069
20160430,Telecommunication Services,39,0.022009,-0.014830,0.000,0.550,4.08%,3.958,2.184,0.543,0.115,0.030
20160430,Utilities,90,0.017839,-0.018064,0.647,0.820,3.28%,21.472,1.326,0.305,0.081,0.060
20160531,Consumer Discretionary,519,-0.021782,0.000244,0.102,0.493,2.23%,15.515,1.875,0.348,0.126,0.102
20160531,Consumer Staples,135,0.004839,0.011383,0.321,0.373,2.07%,21.307,2.570,0.358,0.138,0.123
20160531,Energy,182,-0.056815,-0.002584,0.308,0.937,2.71%,-1.383,1.107,0.132,0.019,-0.191
20160531,Financials,688,0.019607,0.023300,0.316,0.872,2.31%,15.320,1.191,0.815,0.023,0.083
20160531,Health Care,672,0.024344,0.023267,0.000,0.328,1.59%,-2.875,3.117,0.352,-0.222,-0.329
20160531,Industrials,469,0.009353,-0.000961,0.178,0.537,1.66%,15.964,1.908,0.294,0.122,0.087
20160531,Information Technology,607,0.020257,0.051777,0.000,0.386,1.94%,9.927,2.444,0.523,0.077,0.016
20160531,Materials,155,-0.027373,-0.002664,0.297,0.575,2.03%,13.775,1.912,0.256,0.115,0.062
20160531,Telecommunication Services,38,-0.021414,0.008454,0.102,0.472,4.13%,2.146,1.867,0.546,0.118,0.013
20160531,Utilities,90,0.013372,0.016409,0.655,0.756,3.22%,20.873,1.343,0.313,0.084,0.061
20160630,Consumer Discretionary,520,0.000304,-0.008867,0.097,0.490,2.23%,15.633,1.868,0.351,0.125,0.101
20160630,Consumer Staples,135,0.053537,0.051351,0.260,0.359,1.94%,22.951,2.840,0.358,0.140,0.122
20160630,Energy,179,0.033431,0.029290,0.286,0.933,2.45%,-1.707,1.187,0.136,0.025,-0.181
20160630,Financials,685,-0.022339,-0.056774,0.316,0.874,2.40%,14.932,1.156,0.815,0.023,0.083
20160630,Health Care,672,-0.037056,0.002719,0.000,0.330,1.66%,-2.469,3.133,0.353,-0.221,-0.330
20160630,Industrials,470,-0.008093,0.005399,0.178,0.536,1.71%,16.446,1.905,0.290,0.121,0.086
20160630,Information Technology,605,0.008143,-0.022099,0.000,0.389,1.94%,9.393,2.480,0.523,0.075,0.011
20160630,Materials,155,0.031564,0.003989,0.301,0.575,1.83%,12.953,1.985,0.256,0.115,0.062
20160630,Telecommunication Services,38,0.054842,0.087848,0.102,0.472,3.87%,2.281,2.203,0.548,0.118,0.009
20160630,Utilities,91,0.077680,0.077027,0.656,0.755,3.03%,22.126,1.450,0.313,0.084,0.061
20160731,Consumer Discretionary,517,0.066370,0.050314,0.094,0.486,2.09%,16.529,1.930,0.351,0.123,0.101
20160731,Consumer Staples,137,0.027138,-0.006099,0.271,0.359,1.89%,23.646,2.757,0.358,0.141,0.123
20160731,Energy,175,-0.000868,-0.021334,0.275,0.935,2.59%,-1.856,1.212,0.134,0.025,-0.178
20160731,Financials,681,0.044479,0.042496,0.319,0.876,2.31%,15.556,1.207,0.813,0.023,0.083
20160731,Health Care,670,0.064153,0.056161,0.000,0.328,1.60%,-2.603,3.257,0.352,-0.222,-0.328
20160731,Industrials,470,0.071627,0.036497,0.173,0.533,1.67%,17.056,2.010,0.292,0.121,0.087
20160731,Information Technology,603,0.074416,0.076250,0.000,0.387,1.94%,10.466,2.622,0.515,0.078,0.011
20160731,Materials,155,0.089880,0.050243,0.296,0.573,1.77%,14.288,2.117,0.257,0.119,0.063
20160731,Telecommunication Services,38,0.007384,0.024513,0.102,0.472,3.77%,2.416,2.226,0.548,0.118,0.009
20160731,Utilities,89,-0.007337,-0.008379,0.649,0.755,3.07%,22.191,1.452,0.313,0.083,0.062
20160831,Consumer Discretionary,514,0.009462,-0.008947,0.070,0.491,2.13%,16.058,1.906,0.351,0.125,0.100
20160831,Consumer Staples,137,0.009064,-0.004080,0.331,0.339,2.04%,23.839,2.824,0.360,0.136,0.117
20160831,Energy,175,0.071350,0.022215,0.275,0.841,2.44%,-2.100,1.321,0.154,0.017,-0.196
20160831,Financials,677,0.045454,0.056444,0.318,0.879,2.25%,15.903,1.237,0.809,0.023,0.084
20160831,Health Care,672,0.005350,-0.030201,0.000,0.312,1.58%,-2.436,3.286,0.352,-0.238,-0.340
20160831,Industrials,471,0.028469,0.010080,0.183,0.519,1.62%,17.568,2.012,0.294,0.123,0.083
20160831,Information Technology,601,0.029438,0.021769,0.000,0.395,1.92%,10.341,2.714,0.514,0.078,0.016
20160831,Materials,155,0.015615,0.000343,0.294,0.520,1.77%,17.708,2.141,0.263,0.116,0.060
20160831,Telecommunication Services,37,-0.028564,-0.049375,0.142,0.504,4.30%,4.948,1.994,0.551,0.115,0.015
20160831,Utilities,89,-0.044952,-0.054238,0.651,0.697,3.26%,21.310,1.350,0.326,0.083,0.060
20160930,Consumer Discretionary,509,0.000096,-0.000880,0.063,0.509,2.16%,16.171,1.938,0.350,0.124,0.100
20160930,Consumer Staples,138,-0.013338,-0.014784,0.316,0.330,2.09%,21.992,2.696,0.355,0.138,0.119
20160930,Energy,174,0.053767,0.036155,0.281,0.841,2.16%,-2.170,1.310,0.155,0.020,-0.199
20160930,Financials,637,0.004729,-0.024026,0.323,0.891,2.24%,15.934,1.229,0.822,0.023,0.084
20160930,Health Care,672,0.075639,0.005179,0.000,0.312,1.51%,-2.575,3.362,0.353,-0.238,-0.338
20160930,Industrials,472,0.009994,-0.001382,0.183,0.518,1.64%,17.776,2.014,0.293,0.123,0.085
20160930,Information Technology,598,0.023440,0.024817,0.000,0.389,1.89%,9.366,2.788,0.514,0.077,0.017
20160930,Materials,154,0.009097,-0.004860,0.291,0.510,1.75%,17.830,2.157,0.263,0.116,0.063
20160930,Real Estate,37,0.015823,-0.010301,0.055,0.568,3.77%,19.527,1.787,0.385,0.069,0.063
20160930,Telecommunication Services,37,0.005545,-0.003683,0.142,0.504,4.24%,4.624,2.037,0.563,0.115,0.015
20160930,Utilities,88,0.013179,0.005948,0.648,0.700,3.18%,21.331,1.347,0.322,0.083,0.059
20161031,Consumer Discretionary,508,-0.043352,-0.025792,0.068,0.515,2.21%,15.506,1.811,0.351,0.123,0.100
20161031,Consumer Staples,137,-0.018938,-0.006690,0.317,0.330,2.15%,21.657,2.620,0.350,0.139,0.120
20161031,Energy,174,-0.080841,-0.038923,0.281,0.837,2.41%,-2.036,1.209,0.155,0.020,-0.199
20161031,Financials,636,-0.004902,0.017385,0.327,0.889,2.26%,15.902,1.231,0.821,0.023,0.084
20161031,Health Care,670,-0.129389,-0.073044,0.000,0.312,1.58%,-2.053,2.985,0.351,-0.242,-0.341
20161031,Industrials,472,-0.047670,-0.019551,0.180,0.517,1.65%,17.222,1.880,0.293,0.123,0.084
20161031,Information Technology,595,-0.044446,-0.006355,0.000,0.388,1.97%,8.048,2.595,0.515,0.077,0.017
20161031,Materials,154,-0.047686,-0.027135,0.289,0.504,1.96%,16.152,2.132,0.263,0.117,0.056
20161031,Real Estate,36,-0.022629,-0.056527,0.043,0.558,3.73%,15.935,1.753,0.395,0.073,0.063
20161031,Telecommunication Services,37,-0.029241,-0.050731,0.142,0.504,4.18%,5.598,1.900,0.563,0.115,0.015
20161031,Utilities,87,0.004336,0.006632,0.646,0.706,3.18%,21.253,1.325,0.317,0.083,0.059
20161130,Consumer Discretionary,508,0.082180,0.052178,0.078,0.502,1.97%,17.105,1.920,0.349,0.119,0.099
20161130,Consumer Staples,140,-0.000905,-0.037383,0.295,0.338,2.22%,22.040,2.674,0.350,0.137,0.124
20161130,Energy,173,0.175117,0.096716,0.417,0.741,2.06%,-4.277,1.431,0.167,0.023,-0.177
20161130,Financials,636,0.133867,0.146206,0.331,0.826,1.96%,17.710,1.384,0.821,0.023,0.084
20161130,Health Care,667,0.055046,0.035826,0.000,0.279,1.54%,-2.111,3.242,0.357,-0.233,-0.362
20161130,Industrials,469,0.144108,0.098895,0.174,0.499,1.53%,19.884,2.175,0.295,0.120,0.083
20161130,Information Technology,590,0.052854,0.006353,0.000,0.352,1.76%,12.166,2.778,0.515,0.079,0.018
20161130,Materials,155,0.116948,0.090638,0.291,0.473,1.73%,19.604,2.268,0.266,0.119,0.071
20161130,Real Estate,36,0.085916,0.064191,0.060,0.551,3.74%,18.508,1.855,0.408,0.075,0.061
20161130,Telecommunication Services,37,0.024382,0.047829,0.155,0.441,4.27%,5.285,1.910,0.561,0.118,0.010
20161130,Utilities,86,0.001609,-0.045052,0.633,0.780,3.25%,20.073,1.252,0.321,0.082,0.060
20161231,Consumer Discretionary,508,0.011592,0.000775,0.078,0.518,2.00%,17.405,1.947,0.348,0.119,0.098
20161231,Consumer Staples,139,0.033787,0.030561,0.306,0.359,2.14%,22.446,2.727,0.350,0.136,0.125
20161231,Energy,178,0.045222,0.015957,0.417,0.726,1.99%,-4.545,1.511,0.167,0.022,-0.177
20161231,Financials,637,0.070225,0.043347,0.331,0.826,1.86%,19.267,1.484,0.821,0.023,0.084
20161231,Health Care,667,-0.024876,0.002713,0.000,0.280,1.46%,-2.072,3.165,0.353,-0.235,-0.361
20161231,Industrials,471,0.015539,0.009484,0.173,0.502,1.51%,19.789,2.227,0.295,0.121,0.083
20161231,Information Technology,588,0.011803,0.013109,0.000,0.352,1.69%,12.756,2.802,0.516,0.079,0.017
20161231,Materials,157,0.012790,-0.002232,0.290,0.474,1.69%,19.775,2.248,0.266,0.119,0.071
20161231,Real Estate,37,0.025586,0.013041,0.060,0.558,3.75%,17.364,2.004,0.381,0.070,0.061
20161231,Telecommunication Services,37,0.086113,0.077800,0.155,0.441,4.10%,5.260,1.916,0.561,0.118,0.010
20161231,Utilities,85,0.041671,0.047564,0.631,0.780,3.13%,20.835,1.300,0.324,0.083,0.060
20170131,Consumer Discretionary,500,,,0.075,0.506,1.97%,16.752,1.992,0.346,0.120,0.099
20170131,Consumer Staples,139,,,0.295,0.357,2.14%,22.923,2.846,0.350,0.137,0.127
20170131,Energy,174,,,0.417,0.711,2.13%,-4.477,1.479,0.168,0.023,-0.175
20170131,Financials,632,,,0.329,0.825,1.88%,18.759,1.482,0.822,0.023,0.084
20170131,Health Care,651,,,0.000,0.276,1.54%,-2.126,3.193,0.353,-0.239,-0.360
20170131,Industrials,468,,,0.176,0.497,1.51%,19.903,2.307,0.296,0.121,0.082
20170131,Information Technology,582,,,0.000,0.351,1.73%,11.867,2.974,0.517,0.080,0.018
20170131,Materials,156,,,0.291,0.479,1.67%,19.851,2.341,0.269,0.119,0.071
20170131,Real Estate,35,,,0.041,0.559,3.16%,20.148,1.854,0.408,0.070,0.060
20170131,Telecommunication Services,36,,,0.135,0.466,3.96%,5.384,1.918,0.563,0.117,0.010
20170131,Utilities,84,,,0.633,0.780,3.17%,21.510,1.325,0.321,0.082,0.060
